transaction_sk,transaction_id,transaction_datetime,sales_outlet_sk,product_sk,customer_sk,staff_sk,quantity,total_sold_out,line_item_amount,unit_price,promo_item
1898,69,2019-04-09T10:38:18.000Z,2,21,507,7,1,2,1333,1333,NO
1899,69,2019-04-09T09:05:40.000Z,7,24,2106,42,2,7,600,300,NO
1900,69,2019-04-29T16:49:21.000Z,4,30,1363,26,2,9,600,300,NO
1901,69,2019-04-11T08:41:52.000Z,2,32,733,18,2,10,600,300,NO
1902,69,2019-04-01T12:13:42.000Z,7,36,1764,45,1,20,375,375,NO
1903,69,2019-04-02T14:33:58.000Z,4,37,1109,12,2,15,600,300,NO
1904,69,2019-04-11T06:51:47.000Z,4,37,1508,28,2,12,600,300,NO
1905,69,2019-04-06T12:42:41.000Z,2,38,62,17,2,12,750,375,NO
1906,69,2019-04-13T09:59:07.000Z,7,39,1821,42,2,11,850,425,NO
1907,69,2019-04-10T10:43:25.000Z,4,50,1079,30,2,18,500,250,NO
1908,69,2019-04-10T09:25:06.000Z,2,51,548,18,2,9,600,300,NO
1909,69,2019-04-07T10:20:16.000Z,2,53,346,14,2,15,600,300,NO
1910,69,2019-04-12T08:56:10.000Z,7,53,1890,42,2,9,600,300,NO
1911,69,2019-04-14T09:51:23.000Z,2,55,570,16,1,7,400,400,NO
1912,69,2019-04-21T09:51:23.000Z,2,55,570,16,1,7,400,400,NO
1913,69,2019-04-29T08:22:19.000Z,7,56,2244,15,2,5,510,255,NO
1914,69,2019-04-08T08:34:30.000Z,2,59,662,6,1,17,450,450,NO
1915,69,2019-04-11T09:57:14.000Z,7,59,1801,42,1,4,450,450,NO
1916,69,2019-04-26T08:23:34.000Z,7,59,2129,42,2,7,900,450,NO
1917,69,2019-04-02T18:25:17.000Z,2,61,715,17,1,24,475,475,NO
1918,69,2019-04-09T10:38:18.000Z,2,61,507,7,2,7,950,475,NO
1919,69,2019-04-11T06:51:47.000Z,4,64,1508,28,1,15,80,80,NO
1920,69,2019-04-13T09:59:07.000Z,7,64,1821,42,1,13,80,80,NO
1921,69,2019-04-10T10:43:25.000Z,4,74,1079,30,1,4,350,350,NO
1922,69,2019-04-10T09:25:06.000Z,2,75,548,18,1,5,350,350,NO
1923,69,2019-04-09T10:38:18.000Z,2,77,507,7,1,3,300,300,NO
1924,69,2019-04-10T08:25:39.000Z,7,86,2087,42,1,16,300,300,NO
1925,70,2019-04-10T08:16:15.000Z,2,25,4,18,1,12,220,220,NO
1926,70,2019-04-05T11:48:46.000Z,2,26,327,17,1,20,300,300,NO
1927,70,2019-04-05T12:32:54.000Z,4,28,1591,26,2,11,400,200,NO
1928,70,2019-04-07T09:35:19.000Z,4,29,891,29,1,5,250,250,NO
1929,70,2019-04-16T08:35:14.000Z,2,30,560,16,2,3,600,300,NO
1930,70,2019-04-10T09:42:44.000Z,4,33,1199,30,2,13,700,350,NO
1931,70,2019-04-13T09:39:11.000Z,4,33,1199,12,2,15,700,350,NO
1932,70,2019-04-20T10:33:00.000Z,2,37,193,9,1,3,300,300,NO
1933,70,2019-04-28T13:51:01.000Z,4,37,1216,12,2,19,600,300,NO
1934,70,2019-04-07T19:36:57.000Z,2,39,111,16,2,25,850,425,NO
1935,70,2019-04-11T07:49:17.000Z,4,45,871,28,2,19,600,300,NO
1936,70,2019-04-27T08:06:49.000Z,4,49,1237,30,3,5,900,300,NO
1937,70,2019-04-14T08:12:56.000Z,2,50,602,18,2,8,500,250,NO
1938,70,2019-04-21T08:12:56.000Z,2,50,602,18,2,8,500,250,NO
1939,70,2019-04-09T10:51:02.000Z,4,52,1182,27,1,6,250,250,NO
1940,70,2019-04-06T18:52:49.000Z,2,56,506,17,2,23,510,255,NO
1941,70,2019-04-08T10:49:03.000Z,2,59,572,6,1,17,450,450,NO
1942,70,2019-04-08T10:49:03.000Z,2,59,572,6,1,17,450,450,NO
1943,70,2019-04-08T10:49:03.000Z,2,63,572,6,1,1,80,80,NO
1944,70,2019-04-08T10:49:03.000Z,2,65,572,6,1,1,80,80,NO
1945,70,2019-04-27T08:06:49.000Z,4,74,1237,30,1,1,350,350,NO
1946,70,2019-04-20T10:33:00.000Z,2,77,193,9,1,10,300,300,NO
1947,70,2019-04-04T17:34:58.000Z,7,86,2213,45,1,23,300,300,NO
1948,71,2019-04-10T10:52:37.000Z,7,1,2057,41,1,1,1800,1800,NO
1949,71,2019-04-09T09:35:48.000Z,2,23,704,10,1,6,250,250,NO
1950,71,2019-04-14T10:44:37.000Z,2,23,437,16,2,11,500,250,NO
1951,71,2019-04-21T10:44:37.000Z,2,23,437,16,2,10,500,250,NO
1952,71,2019-04-11T10:33:58.000Z,2,25,307,19,2,10,440,220,NO
1953,71,2019-04-07T08:35:21.000Z,4,32,902,29,2,5,600,300,NO
1954,71,2019-04-05T19:22:40.000Z,2,35,416,12,2,27,620,310,NO
1955,71,2019-04-13T08:13:07.000Z,4,37,920,30,1,16,300,300,NO
1956,71,2019-04-01T08:48:48.000Z,4,38,1398,26,1,21,375,375,NO
1957,71,2019-04-11T09:02:49.000Z,4,39,1457,28,1,16,425,425,NO
1958,71,2019-04-10T07:47:18.000Z,2,44,456,18,2,6,500,250,NO
1959,71,2019-04-10T07:38:09.000Z,4,45,1531,26,1,12,300,300,NO
1960,71,2019-04-14T09:24:07.000Z,4,46,1264,30,1,2,250,250,NO
1961,71,2019-04-08T07:08:40.000Z,2,47,273,6,1,13,300,300,NO
1962,71,2019-04-13T10:33:55.000Z,7,52,2032,15,1,14,250,250,NO
1963,71,2019-04-06T13:31:45.000Z,2,56,610,12,2,23,510,255,NO
1964,71,2019-04-01T13:11:13.000Z,7,58,2204,42,2,15,700,350,NO
1965,71,2019-04-11T06:44:24.000Z,7,58,2215,42,1,13,350,350,NO
1966,71,2019-04-12T08:08:32.000Z,4,58,1608,28,2,5,700,350,NO
1967,71,2019-04-07T11:00:00.000Z,2,60,275,16,2,17,750,375,NO
1968,71,2019-04-20T09:45:43.000Z,2,61,493,16,1,6,475,475,NO
1969,71,2019-04-29T14:16:10.000Z,4,61,1121,26,1,20,475,475,NO
1970,71,2019-04-11T09:02:49.000Z,4,65,1457,28,2,33,160,80,NO
1971,71,2019-04-07T08:35:21.000Z,4,70,902,29,1,3,325,325,NO
1972,71,2019-04-10T10:52:37.000Z,7,70,2057,41,1,5,325,325,NO
1973,71,2019-04-10T07:47:18.000Z,2,71,456,18,1,14,375,375,NO
1974,71,2019-04-13T08:13:07.000Z,4,71,920,30,1,6,375,375,NO
1975,71,2019-04-01T08:48:48.000Z,4,75,1398,26,1,10,350,350,NO
1976,71,2019-04-14T10:44:37.000Z,2,76,437,16,1,4,350,350,NO
1977,71,2019-04-21T10:44:37.000Z,2,76,437,16,1,4,350,350,NO
1978,71,2019-04-05T19:22:40.000Z,2,78,416,12,1,5,450,450,NO
1979,71,2019-04-13T08:13:07.000Z,4,84,920,30,2,20,160,80,NO
1980,71,2019-04-10T10:52:37.000Z,7,86,2057,41,2,16,600,300,NO
1981,72,2019-04-08T10:52:12.000Z,4,23,1333,28,2,17,500,250,NO
1982,72,2019-04-22T08:23:41.000Z,2,30,13,14,2,2,600,300,NO
1983,72,2019-04-15T08:10:49.000Z,7,35,2191,42,1,3,310,310,NO
1984,72,2019-04-09T08:48:28.000Z,2,36,328,7,1,12,375,375,NO
1985,72,2019-04-04T11:44:41.000Z,4,39,1678,30,1,11,425,425,NO
1986,72,2019-04-07T12:52:20.000Z,2,39,186,14,1,25,425,425,NO
1987,72,2019-04-12T08:04:51.000Z,4,39,1590,12,2,20,850,425,NO
1988,72,2019-04-06T17:53:09.000Z,2,42,438,17,1,12,250,250,NO
1989,72,2019-04-28T08:37:10.000Z,7,42,1938,45,1,12,250,250,NO
1990,72,2019-04-11T09:58:07.000Z,4,45,1280,26,1,19,300,300,NO
1991,72,2019-04-11T09:02:09.000Z,2,46,260,18,1,9,250,250,NO
1992,72,2019-04-12T07:01:08.000Z,7,46,1817,6,1,7,250,250,NO
1993,72,2019-04-28T09:05:15.000Z,4,47,1480,30,1,21,300,300,NO
1994,72,2019-04-10T08:54:21.000Z,4,50,1432,26,2,18,500,250,NO
1995,72,2019-04-13T08:36:23.000Z,2,52,612,16,1,9,250,250,NO
1996,72,2019-04-05T17:54:31.000Z,2,59,420,12,2,18,900,450,NO
1997,72,2019-04-13T08:13:22.000Z,7,59,1981,42,2,19,900,450,NO
1998,72,2019-04-12T08:04:51.000Z,4,63,1590,12,2,14,160,80,NO
1999,72,2019-04-11T09:58:07.000Z,4,69,1280,26,1,11,325,325,NO
2000,72,2019-04-10T08:54:21.000Z,4,70,1432,26,1,3,325,325,NO
2001,72,2019-04-22T08:23:41.000Z,2,71,13,14,1,5,375,375,NO
2002,72,2019-04-15T08:10:49.000Z,7,73,2191,42,1,3,375,375,NO
2003,72,2019-04-11T09:02:09.000Z,2,78,260,18,1,2,450,450,NO
2004,72,2019-04-04T12:51:37.000Z,7,86,1818,45,1,23,300,300,NO
2005,72,2019-04-10T08:54:21.000Z,4,9,1432,26,1,1,2250,2250,NO
2006,73,2019-04-19T10:39:43.000Z,7,24,2093,42,1,1,300,300,NO
2007,73,2019-04-10T09:59:28.000Z,2,26,255,19,2,6,600,300,NO
2008,73,2019-04-21T07:25:33.000Z,4,28,1741,26,3,3,600,200,NO
2009,73,2019-04-09T07:50:21.000Z,7,29,1891,45,1,10,250,250,NO
2010,73,2019-04-29T16:14:04.000Z,4,29,1514,12,1,13,250,250,NO
2011,73,2019-04-05T16:55:47.000Z,2,30,435,12,1,12,300,300,NO
2012,73,2019-04-27T08:44:27.000Z,4,31,1231,12,3,6,660,220,NO
2013,73,2019-04-27T08:30:50.000Z,7,32,1769,45,1,7,300,300,NO
2014,73,2019-04-03T08:13:47.000Z,4,34,1264,26,1,15,245,245,NO
2015,73,2019-04-13T08:59:09.000Z,4,35,1528,30,2,6,620,310,NO
2016,73,2019-04-08T07:55:13.000Z,4,38,1373,26,1,23,375,375,NO
2017,73,2019-04-20T08:47:51.000Z,2,38,796,16,1,1,375,375,NO
2018,73,2019-04-07T07:02:40.000Z,4,45,813,27,2,10,600,300,NO
2019,73,2019-04-11T09:26:48.000Z,2,45,755,19,1,5,300,300,NO
2020,73,2019-04-17T07:27:17.000Z,2,47,245,14,1,5,300,300,NO
2021,73,2019-04-09T10:23:28.000Z,2,48,773,9,2,10,500,250,NO
2022,73,2019-04-08T09:07:10.000Z,2,49,482,9,2,11,600,300,NO
2023,73,2019-04-14T10:14:46.000Z,4,49,923,12,1,2,300,300,NO
2024,73,2019-04-10T07:35:41.000Z,4,50,1131,28,1,18,250,250,NO
2025,73,2019-04-11T10:57:05.000Z,4,54,858,30,2,18,500,250,NO
2026,73,2019-04-06T13:58:26.000Z,2,58,586,12,1,19,350,350,NO
2027,73,2019-04-07T09:23:23.000Z,2,60,448,14,1,17,375,375,NO
2028,73,2019-04-08T07:55:13.000Z,4,65,1373,26,1,34,80,80,NO
2029,73,2019-04-10T07:35:41.000Z,4,69,1131,28,1,2,325,325,NO
2030,73,2019-04-10T09:59:28.000Z,2,70,255,19,1,7,325,325,NO
2031,73,2019-04-08T07:55:13.000Z,4,71,1373,26,1,11,375,375,NO
2032,73,2019-04-21T07:25:33.000Z,4,71,1741,26,1,4,375,375,NO
2033,73,2019-04-19T10:39:43.000Z,7,75,2093,42,1,2,350,350,NO
2034,73,2019-04-08T09:07:10.000Z,2,77,482,9,2,8,600,300,NO
2035,73,2019-04-01T17:19:49.000Z,7,78,2191,42,1,7,450,450,NO
2036,73,2019-04-01T17:19:49.000Z,7,86,2191,42,2,17,600,300,NO
2037,74,2019-04-06T13:58:44.000Z,7,22,2181,42,2,14,400,200,NO
2038,74,2019-04-11T10:48:15.000Z,4,23,1585,28,2,9,500,250,NO
2039,74,2019-04-16T10:51:06.000Z,2,24,687,14,2,4,600,300,NO
2040,74,2019-04-02T14:48:02.000Z,4,27,1653,30,2,14,700,350,NO
2041,74,2019-04-06T17:55:31.000Z,2,30,292,17,2,19,600,300,NO
2042,74,2019-04-07T11:59:07.000Z,2,32,676,14,1,21,300,300,NO
2043,74,2019-04-12T08:40:51.000Z,7,36,1770,44,1,3,375,375,NO
2044,74,2019-04-11T07:04:36.000Z,7,39,1785,42,1,9,425,425,NO
2045,74,2019-04-11T07:23:20.000Z,2,44,601,19,1,8,250,250,NO
2046,74,2019-04-14T08:10:25.000Z,2,44,406,18,2,16,500,250,NO
2047,74,2019-04-21T08:10:25.000Z,2,44,406,18,2,16,500,250,NO
2048,74,2019-04-04T19:02:46.000Z,2,48,482,17,2,24,500,250,NO
2049,74,2019-04-14T09:03:59.000Z,4,49,994,12,1,2,300,300,NO
2050,74,2019-04-22T10:19:01.000Z,4,51,1297,28,3,10,900,300,NO
2051,74,2019-04-27T09:25:57.000Z,4,51,1544,30,2,13,600,300,NO
2052,74,2019-04-28T08:42:39.000Z,4,52,1632,12,1,12,250,250,NO
2053,74,2019-04-07T09:40:48.000Z,4,53,1658,14,2,10,600,300,NO
2054,74,2019-04-08T10:10:55.000Z,2,55,252,7,1,11,400,400,NO
2055,74,2019-04-09T07:36:59.000Z,2,57,33,8,1,10,310,310,NO
2056,74,2019-04-10T07:28:35.000Z,4,57,1610,26,2,14,620,310,NO
2057,74,2019-04-12T10:10:11.000Z,2,58,425,20,2,8,700,350,NO
2058,74,2019-04-24T17:44:19.000Z,2,58,704,14,2,8,700,350,NO
2059,74,2019-04-25T10:58:51.000Z,7,58,2102,44,2,4,700,350,NO
2060,74,2019-04-08T08:14:08.000Z,4,59,1504,28,1,10,450,450,NO
2061,74,2019-04-11T07:04:36.000Z,7,63,1785,42,1,21,80,80,NO
2062,74,2019-04-14T08:10:25.000Z,2,70,406,18,1,1,325,325,NO
2063,74,2019-04-21T08:10:25.000Z,2,70,406,18,1,1,325,325,NO
2064,74,2019-04-28T08:42:39.000Z,4,79,1632,12,1,10,375,375,NO
2065,75,2019-04-10T11:28:28.000Z,7,11,1946,41,1,1,895,895,NO
2066,75,2019-04-04T09:42:42.000Z,4,26,1132,26,2,12,600,300,NO
2067,75,2019-04-07T10:32:37.000Z,7,26,1872,12,2,5,600,300,NO
2068,75,2019-04-07T13:30:39.000Z,2,30,405,16,1,17,300,300,NO
2069,75,2019-04-06T15:15:59.000Z,2,32,402,17,2,14,600,300,NO
2070,75,2019-04-23T09:26:07.000Z,4,34,1478,28,3,13,735,245,NO
2071,75,2019-04-11T08:52:10.000Z,4,35,1172,30,1,13,310,310,NO
2072,75,2019-04-28T15:50:18.000Z,4,35,1599,12,2,15,620,310,NO
2073,75,2019-04-04T10:21:20.000Z,7,38,2016,15,2,12,750,375,NO
2074,75,2019-04-14T09:37:15.000Z,2,38,381,18,1,13,375,375,NO
2075,75,2019-04-21T09:37:15.000Z,2,38,381,18,1,13,375,375,NO
2076,75,2019-04-11T07:47:42.000Z,7,40,2190,42,2,17,750,375,NO
2077,75,2019-04-09T09:09:39.000Z,7,43,2069,42,2,4,600,300,NO
2078,75,2019-04-08T10:28:13.000Z,4,45,1309,26,1,20,300,300,NO
2079,75,2019-04-10T11:28:28.000Z,7,46,1946,41,2,13,500,250,NO
2080,75,2019-04-20T07:48:17.000Z,2,52,608,16,1,4,250,250,NO
2081,75,2019-04-02T17:11:47.000Z,2,61,19,17,2,24,950,475,NO
2082,75,2019-04-14T09:37:15.000Z,2,64,381,18,2,12,160,80,NO
2083,75,2019-04-21T09:37:15.000Z,2,64,381,18,2,12,160,80,NO
2084,75,2019-04-11T07:47:42.000Z,7,65,2190,42,1,10,80,80,NO
2085,75,2019-04-02T17:11:47.000Z,2,74,19,17,1,10,350,350,NO
2086,75,2019-04-28T15:50:18.000Z,4,74,1599,12,1,12,350,350,NO
2087,76,2019-04-03T14:03:47.000Z,2,27,295,17,1,26,350,350,NO
2088,76,2019-04-11T09:54:45.000Z,4,30,1577,28,1,9,300,300,NO
2089,76,2019-04-28T10:20:25.000Z,4,30,1262,12,2,13,600,300,NO
2090,76,2019-04-01T07:52:17.000Z,4,34,820,12,2,23,490,245,NO
2091,76,2019-04-13T09:19:26.000Z,2,35,350,14,1,6,310,310,NO
2092,76,2019-04-09T08:07:09.000Z,2,36,21,8,1,12,375,375,NO
2093,76,2019-04-03T08:13:05.000Z,7,37,2023,45,1,21,300,300,NO
2094,76,2019-04-08T10:24:16.000Z,2,41,215,6,2,19,850,425,NO
2095,76,2019-04-10T10:25:42.000Z,7,41,2217,44,2,10,850,425,NO
2096,76,2019-04-24T11:21:48.000Z,7,44,1925,44,2,10,500,250,NO
2097,76,2019-04-07T09:46:08.000Z,4,45,1617,27,2,10,600,300,NO
2098,76,2019-04-08T10:43:49.000Z,4,45,1547,25,2,20,600,300,NO
2099,76,2019-04-17T07:50:58.000Z,4,53,1654,12,2,5,600,300,NO
2100,76,2019-04-10T08:11:28.000Z,2,56,762,18,1,9,255,255,NO
2101,76,2019-04-29T19:41:43.000Z,2,57,1,20,2,9,620,310,NO
2102,76,2019-04-09T10:22:28.000Z,4,59,1451,29,2,8,900,450,NO
2103,76,2019-04-07T13:46:48.000Z,2,60,457,20,1,17,375,375,NO
2104,76,2019-04-06T15:25:48.000Z,2,61,460,17,1,19,475,475,NO
2105,76,2019-04-10T10:25:42.000Z,7,65,2217,44,1,17,80,80,NO
2106,76,2019-04-11T09:54:45.000Z,4,75,1577,28,1,6,350,350,NO
2107,76,2019-04-03T08:13:05.000Z,7,76,2023,45,1,8,350,350,NO
2108,76,2019-04-29T19:41:43.000Z,2,77,1,20,1,4,300,300,NO
2109,77,2019-04-12T10:17:30.000Z,4,18,1247,26,1,2,1095,1095,NO
2110,77,2019-04-13T09:04:36.000Z,2,27,31,14,1,8,350,350,NO
2111,77,2019-04-11T10:50:41.000Z,7,30,1754,42,1,9,300,300,NO
2112,77,2019-04-13T10:10:24.000Z,4,34,1131,30,1,11,245,245,NO
2113,77,2019-04-02T17:30:49.000Z,2,40,322,17,2,27,750,375,NO
2114,77,2019-04-06T15:46:33.000Z,2,41,495,12,1,17,425,425,NO
2115,77,2019-04-07T09:13:24.000Z,7,42,2084,42,2,2,500,250,NO
2116,77,2019-04-26T07:43:01.000Z,7,43,1786,44,2,6,600,300,NO
2117,77,2019-04-08T08:45:19.000Z,7,44,1898,43,1,1,250,250,NO
2118,77,2019-04-03T15:19:35.000Z,4,46,1148,12,1,13,250,250,NO
2119,77,2019-04-07T09:57:04.000Z,4,50,1292,29,2,9,500,250,NO
2120,77,2019-04-09T10:08:43.000Z,2,51,641,6,2,6,600,300,NO
2121,77,2019-04-07T11:29:17.000Z,2,53,426,14,1,15,300,300,NO
2122,77,2019-04-05T08:51:25.000Z,7,54,1866,45,2,17,500,250,NO
2123,77,2019-04-11T07:58:39.000Z,2,56,727,18,1,11,255,255,NO
2124,77,2019-04-12T10:17:30.000Z,4,60,1247,26,1,18,375,375,NO
2125,77,2019-04-28T15:13:08.000Z,4,61,1067,26,1,17,475,475,NO
2126,77,2019-04-26T07:43:01.000Z,7,79,1786,44,1,4,375,375,NO
2127,78,2019-04-16T08:53:09.000Z,2,17,520,16,1,1,950,950,NO
2128,78,2019-04-11T08:49:26.000Z,4,22,1447,28,1,6,200,200,NO
2129,78,2019-04-14T08:38:13.000Z,2,22,301,20,1,6,200,200,NO
2130,78,2019-04-21T08:38:13.000Z,2,22,301,20,1,6,200,200,NO
2131,78,2019-04-09T08:38:39.000Z,2,26,98,8,1,10,300,300,NO
2132,78,2019-04-11T10:59:00.000Z,7,28,1786,42,1,12,200,200,NO
2133,78,2019-04-24T09:39:30.000Z,4,28,1157,28,1,5,200,200,NO
2134,78,2019-04-12T09:26:31.000Z,7,31,2151,44,2,7,440,220,NO
2135,78,2019-04-07T19:01:14.000Z,2,32,391,16,2,21,600,300,NO
2136,78,2019-04-04T12:08:14.000Z,4,33,1307,12,2,8,700,350,NO
2137,78,2019-04-25T10:40:37.000Z,7,43,2152,44,2,9,600,300,NO
2138,78,2019-04-07T09:44:58.000Z,4,49,1171,27,1,3,300,300,NO
2139,78,2019-04-29T12:40:46.000Z,4,49,987,26,1,10,300,300,NO
2140,78,2019-04-25T11:24:38.000Z,2,50,697,16,1,5,250,250,NO
2141,78,2019-04-05T08:03:09.000Z,7,51,1819,45,2,19,600,300,NO
2142,78,2019-04-08T10:44:12.000Z,2,54,685,6,2,10,500,250,NO
2143,78,2019-04-06T15:04:45.000Z,2,55,307,12,1,16,400,400,NO
2144,78,2019-04-29T13:40:26.000Z,7,56,2148,15,1,5,255,255,NO
2145,78,2019-04-10T10:28:49.000Z,4,58,1469,26,1,14,350,350,NO
2146,78,2019-04-16T08:53:09.000Z,2,59,520,16,2,7,900,450,NO
2147,78,2019-04-02T15:24:16.000Z,2,60,558,17,1,13,375,375,NO
2148,78,2019-04-13T08:34:08.000Z,2,60,49,14,1,7,375,375,NO
2149,78,2019-04-27T10:08:39.000Z,7,60,2011,42,2,8,750,375,NO
2150,78,2019-04-12T09:22:28.000Z,2,71,192,18,1,9,375,375,NO
2151,78,2019-04-25T11:24:38.000Z,2,71,697,16,1,2,375,375,NO
2152,78,2019-04-13T08:34:08.000Z,2,74,49,14,1,3,350,350,NO
2153,78,2019-04-09T08:38:39.000Z,2,75,98,8,1,4,350,350,NO
2154,78,2019-04-14T08:38:13.000Z,2,75,301,20,1,4,350,350,NO
2155,78,2019-04-21T08:38:13.000Z,2,75,301,20,1,4,350,350,NO
2156,78,2019-04-24T09:39:30.000Z,4,76,1157,28,1,4,350,350,NO
2157,78,2019-04-10T10:28:49.000Z,4,77,1469,26,1,7,300,300,NO
2158,79,2019-04-10T06:31:48.000Z,7,24,2217,42,2,11,600,300,NO
2159,79,2019-04-09T10:18:14.000Z,7,26,2069,41,2,4,600,300,NO
2160,79,2019-04-20T07:10:51.000Z,4,30,1291,12,2,10,600,300,NO
2161,79,2019-04-09T07:57:33.000Z,2,31,772,8,2,13,440,220,NO
2162,79,2019-04-07T08:08:13.000Z,4,33,1111,14,2,6,700,350,NO
2163,79,2019-04-03T10:49:47.000Z,7,37,2057,42,1,21,300,300,NO
2164,79,2019-04-04T11:06:11.000Z,4,37,937,30,1,7,300,300,NO
2165,79,2019-04-13T08:55:32.000Z,7,38,1758,45,2,11,750,375,NO
2166,79,2019-04-28T15:41:47.000Z,4,42,1378,26,1,15,250,250,NO
2167,79,2019-04-16T07:52:05.000Z,2,43,242,16,2,4,600,300,NO
2168,79,2019-04-11T07:39:01.000Z,4,44,1273,28,2,17,500,250,NO
2169,79,2019-04-11T07:06:46.000Z,7,48,2158,44,2,20,500,250,NO
2170,79,2019-04-27T08:49:04.000Z,4,49,1236,30,1,5,300,300,NO
2171,79,2019-04-12T08:46:14.000Z,7,51,1956,42,1,8,300,300,NO
2172,79,2019-04-03T19:15:30.000Z,2,53,133,12,1,22,300,300,NO
2173,79,2019-04-07T07:47:34.000Z,2,54,415,14,2,20,500,250,NO
2174,79,2019-04-06T15:36:34.000Z,2,55,706,12,2,16,800,400,NO
2175,79,2019-04-12T10:49:31.000Z,4,56,1495,26,1,7,255,255,NO
2176,79,2019-04-20T10:17:11.000Z,2,56,514,9,1,3,255,255,NO
2177,79,2019-04-23T07:54:49.000Z,2,58,82,16,1,12,350,350,NO
2178,79,2019-04-08T08:57:44.000Z,2,59,267,7,1,17,450,450,NO
2179,79,2019-04-08T07:39:41.000Z,4,59,856,25,2,10,900,450,NO
2180,79,2019-04-16T10:21:02.000Z,7,61,2133,44,1,9,475,475,NO
2181,79,2019-04-13T08:55:32.000Z,7,64,1758,45,2,13,160,80,NO
2182,79,2019-04-11T07:39:01.000Z,4,71,1273,28,1,10,375,375,NO
2183,79,2019-04-20T10:17:11.000Z,2,74,514,9,1,12,350,350,NO
2184,79,2019-04-10T06:31:48.000Z,7,78,2217,42,1,6,450,450,NO
2185,80,2019-04-20T10:59:17.000Z,4,23,1364,26,1,4,250,250,NO
2186,80,2019-04-20T08:16:24.000Z,7,24,1769,42,1,9,300,300,NO
2187,80,2019-04-03T12:59:16.000Z,4,26,1002,30,2,22,600,300,NO
2188,80,2019-04-09T10:50:55.000Z,2,26,624,7,1,10,300,300,NO
2189,80,2019-04-29T09:51:47.000Z,4,28,859,30,1,14,200,200,NO
2190,80,2019-04-27T10:23:57.000Z,7,29,2185,15,2,11,500,250,NO
2191,80,2019-04-12T08:56:39.000Z,2,31,282,20,2,14,440,220,NO
2192,80,2019-04-01T11:41:11.000Z,7,32,2131,42,1,21,300,300,NO
2193,80,2019-04-06T12:30:29.000Z,2,36,192,17,2,21,750,375,NO
2194,80,2019-04-08T10:15:23.000Z,2,36,473,9,1,14,375,375,NO
2195,80,2019-04-29T10:40:40.000Z,7,39,1775,15,1,4,425,425,NO
2196,80,2019-04-10T08:24:18.000Z,4,40,1487,30,2,8,750,375,NO
2197,80,2019-04-11T10:24:24.000Z,7,41,1818,41,1,8,425,425,NO
2198,80,2019-04-12T08:17:14.000Z,4,41,1496,12,2,9,850,425,NO
2199,80,2019-04-13T09:16:20.000Z,2,45,221,20,2,9,600,300,NO
2200,80,2019-04-14T09:38:49.000Z,7,50,1941,45,2,8,500,250,NO
2201,80,2019-04-13T09:14:04.000Z,7,53,1973,15,1,11,300,300,NO
2202,80,2019-04-02T17:35:08.000Z,2,56,676,12,2,11,510,255,NO
2203,80,2019-04-14T10:33:31.000Z,2,56,148,20,2,7,510,255,NO
2204,80,2019-04-21T10:33:31.000Z,2,56,148,20,2,7,510,255,NO
2205,80,2019-04-07T19:20:45.000Z,2,58,336,20,2,11,700,350,NO
2206,80,2019-04-11T10:41:20.000Z,2,58,428,20,2,10,700,350,NO
2207,80,2019-04-17T08:22:39.000Z,4,58,990,28,2,8,700,350,NO
2208,80,2019-04-20T09:54:08.000Z,2,60,449,12,1,6,375,375,NO
2209,80,2019-04-11T06:31:33.000Z,4,61,1117,30,2,18,950,475,NO
2210,80,2019-04-11T10:24:24.000Z,7,63,1818,41,2,21,160,80,NO
2211,80,2019-04-10T08:24:18.000Z,4,64,1487,30,2,5,160,80,NO
2212,80,2019-04-12T08:17:14.000Z,4,64,1496,12,1,20,80,80,NO
2213,80,2019-04-13T09:16:20.000Z,2,69,221,20,1,5,325,325,NO
2214,80,2019-04-11T10:24:24.000Z,7,73,1818,41,1,5,375,375,NO
2215,80,2019-04-14T09:38:49.000Z,7,73,1941,45,1,5,375,375,NO
2216,80,2019-04-25T08:05:14.000Z,7,73,1947,6,1,4,375,375,NO
2217,80,2019-04-10T08:24:18.000Z,4,78,1487,30,1,3,450,450,NO
2218,81,2019-04-29T12:16:53.000Z,4,23,1312,30,2,20,500,250,NO
2219,81,2019-04-14T10:39:55.000Z,2,24,575,18,1,3,300,300,NO
2220,81,2019-04-21T10:39:55.000Z,2,24,575,18,1,3,300,300,NO
2221,81,2019-04-11T08:54:52.000Z,7,25,2030,42,1,14,220,220,NO
2222,81,2019-04-06T19:29:11.000Z,2,29,617,17,1,24,250,250,NO
2223,81,2019-04-01T13:20:51.000Z,2,35,35,12,2,29,620,310,NO
2224,81,2019-04-09T09:43:18.000Z,2,38,356,10,1,16,375,375,NO
2225,81,2019-04-01T09:32:58.000Z,7,39,1810,45,1,21,425,425,NO
2226,81,2019-04-07T15:37:27.000Z,2,54,781,14,2,20,500,250,NO
2227,81,2019-04-13T07:20:56.000Z,2,54,343,16,1,10,250,250,NO
2228,81,2019-04-18T06:52:19.000Z,7,59,2180,44,2,8,900,450,NO
2229,81,2019-04-20T08:43:56.000Z,2,60,256,12,1,6,375,375,NO
2230,81,2019-04-05T14:41:11.000Z,4,61,1152,12,1,15,475,475,NO
2231,81,2019-04-11T06:04:45.000Z,4,61,1202,30,1,18,475,475,NO
2232,81,2019-04-12T08:43:41.000Z,2,69,330,19,1,5,325,325,NO
